
1	7.55082e-07	100072	0.00140358
2	5.66055e-07	100595	0.00778788
3	4.32003e-07	102602	0.0126622
4	3.62269e-07	107569	0.0166417
5	3.09455e-07	117004	0.0200199
6	2.63206e-07	131666	0.0228998
7	2.28559e-07	151239	0.0253647
8	2.06835e-07	175312	0.0275408
9	1.92886e-07	203917	0.029544
10	1.8209e-07	236707	0.0314217
11	1.7417e-07	273061	0.0332048
12	1.68673e-07	312280	0.0349199
13	1.65336e-07	353567	0.0365899
14	1.64108e-07	396019	0.038236
15	1.65173e-07	438622	0.0398798
16	1.69057e-07	480209	0.0415463
17	1.76943e-07	519397	0.0432683
18	1.94876e-07	554504	0.0451036
19	2.32632e-07	583381	0.0471982
20	3.9909e-07	599718	0.0499596
21	4.81596e-07	600305	0.0550489
22	4.43358e-07	600508	0.0598281
23	4.37718e-07	600652	0.0643109
24	4.13784e-07	600804	0.0686052
25	4.37038e-07	600922	0.072742
26	3.85313e-07	601034	0.0767935
27	3.67452e-07	601143	0.080769
28	3.61703e-07	601241	0.0846699
29	3.59232e-07	601329	0.0885026
30	3.5332e-07	601406	0.0922897
31	3.46022e-07	601504	0.0960281
32	3.45059e-07	601570	0.099739
33	3.46308e-07	601679	0.103465
34	3.50305e-07	601747	0.107171
35	3.78875e-07	601818	0.110745
36	3.83227e-07	601894	0.114329
37	3.32642e-07	601970	0.11791
38	3.41633e-07	602032	0.12145
39	3.70966e-07	602112	0.12494
40	3.38232e-07	602153	0.128456
41	3.34074e-07	602242	0.131949
42	3.66426e-07	602296	0.135397
43	3.28268e-07	602367	0.13887
44	3.39623e-07	602436	0.142322
45	3.61488e-07	602489	0.145748
46	3.23629e-07	602529	0.149191
47	3.64129e-07	602609	0.152581
48	3.2446e-07	602673	0.156004
49	3.41834e-07	602730	0.1594
50	3.35448e-07	602779	0.162792
51	3.28791e-07	602829	0.16618
52	3.4587e-07	602878	0.169542
53	3.23291e-07	602946	0.172922
54	3.51856e-07	603002	0.176263
55	3.20123e-07	603064	0.179633
56	3.53228e-07	603115	0.182957
57	3.19132e-07	603174	0.186318
58	3.4929e-07	603220	0.189632
59	3.18953e-07	603275	0.192977
60	3.41261e-07	603315	0.196281
61	3.20529e-07	603370	0.199603
62	3.29349e-07	603429	0.202897
63	3.26816e-07	603498	0.206195
64	3.17691e-07	603553	0.209484
65	3.42205e-07	603591	0.212757
66	3.11892e-07	603632	0.216048
67	3.44657e-07	603680	0.219307
68	3.1614e-07	603737	0.222591
69	3.19595e-07	603796	0.225838
70	3.37035e-07	603833	0.229082
71	3.09159e-07	603863	0.232352
72	3.37406e-07	603924	0.235593
73	3.19114e-07	603979	0.238843
74	3.11237e-07	604013	0.242084
75	3.55301e-07	604067	0.245308
76	3.11147e-07	604122	0.248575
77	3.17576e-07	604164	0.251798
78	3.39618e-07	604195	0.255017
79	3.06841e-07	604256	0.258275
80	3.24252e-07	604300	0.261489
81	3.30216e-07	604341	0.264704
82	3.04257e-07	604398	0.267948
83	3.29215e-07	604439	0.271156
84	3.25645e-07	604467	0.274376
85	3.02012e-07	604521	0.277604
86	3.31229e-07	604557	0.280809
87	3.24717e-07	604607	0.284027
88	2.99855e-07	604662	0.287254
89	3.31891e-07	604689	0.290461
90	3.24611e-07	604746	0.293678
91	2.9907e-07	604782	0.296902
92	3.32474e-07	604822	0.300111
93	3.26779e-07	604878	0.303324
94	2.97684e-07	604911	0.306551
95	3.33669e-07	604946	0.309763
96	3.27913e-07	605007	0.312977
97	2.97305e-07	605026	0.316206
98	3.37283e-07	605086	0.319424
99	3.26217e-07	605136	0.322642
100	2.96411e-07	605161	0.325872
101	3.41527e-07	605209	0.329084
102	3.24877e-07	605254	0.332304
103	2.95869e-07	605278	0.33553
104	3.43769e-07	605344	0.338738
105	3.25107e-07	605373	0.341967
106	2.95722e-07	605397	0.345202
107	3.62369e-07	605455	0.348421
108	3.16928e-07	605501	0.351704
109	3.1559e-07	605538	0.354982
110	3.40508e-07	605567	0.358305
111	3.34447e-07	605620	0.361707
112	3.31322e-07	605658	0.365202
113	3.6361e-07	605714	0.368716
114	3.86677e-07	605738	0.372322
115	3.85167e-07	605784	0.376005
116	3.81993e-07	605801	0.379693
117	3.78e-07	605812	0.383363
118	3.64814e-07	605812	0.386995
119	3.47423e-07	605812	0.390587
120	3.4691e-07	605812	0.394202
